snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,PV,Wind,Wind offshore,demand
2030-05-02 12:00:00,67.1688820709,0.514191409554,110.938928689,15.7623493974,4998.045455829,62.0548206035,690.380227611,508.390486173,38.6714370966,2016.5089750240872
2030-05-02 13:00:00,67.1688820709,0.514649283296,110.938928689,15.7763853493,4998.045455829,62.0548206035,639.808019704,475.995542519,63.378941833,1988.5100488042199
2030-05-02 14:00:00,67.1688820709,0.514163294499,110.938928689,15.7614875407,4998.045455829,62.0548206035,564.897985882,428.243690048,104.151860358,1971.2253919106615
2030-05-02 15:00:00,67.1688820709,0.470328309952,110.938928689,14.4177421388,4998.045455829,62.0548206035,450.311551413,407.838705521,160.485399616,2010.1080812765942
2030-05-02 16:00:00,67.1688820709,0.536804347779,110.938928689,16.4555407394,4998.045455829,62.0548206035,327.719495555,372.5038034,211.148961368,2033.38813813171
2030-05-02 17:00:00,67.1688820709,0.519577450683,110.938928689,15.9274565162,4998.045455829,62.0548206035,212.673408046,340.54455474,245.371740149,2021.4305912818054
2030-05-02 18:00:00,67.1688820709,0.490843865122,110.938928689,15.0466389711,4998.045455829,62.0548206035,83.2932116641,274.009571163,270.978463554,2003.4858770273029
2030-05-02 19:00:00,67.1688820709,0.500334704188,110.938928689,15.3375771678,4998.045455829,62.0548206035,5.02698520462,217.481193018,302.737133662,1963.3838006952249
2030-05-02 20:00:00,67.1688820709,0.545639704435,110.938928689,16.7263853627,4998.045455829,62.0548206035,0.0,214.849448235,336.286361691,1885.1909746921976
2030-05-02 21:00:00,67.1688820709,0.43712362746,110.938928689,13.3998647544,4998.045455829,62.0548206035,0.0,220.469673142,366.330186215,1745.630086348759
2030-05-02 22:00:00,67.1688820709,0.440668132528,110.938928689,13.5085202595,4998.045455829,62.0548206035,0.0,246.660424709,442.029445566,1552.8371618586677
2030-05-02 23:00:00,67.1688820709,0.41750775403,110.938928689,12.7985473364,4067.1594623060646,62.0548206035,0.0,275.329734649,613.449318407,1420.5415857434878
2030-05-03 00:00:00,67.1688820709,0.39420358711,110.938928689,12.0841666319,4998.045455829,62.0548206035,0.0,294.873711826,785.391125168,1451.4459588793793
2030-05-03 01:00:00,67.1688820709,0.399072712883,110.938928689,12.2334278997,4998.045455829,62.0548206035,0.0,321.34739666,900.044462746,1431.7675649827795
2030-05-03 02:00:00,67.1688820709,0.403408054266,110.938928689,12.3663262025,4154.746396706939,62.0548206035,0.0,324.749454624,995.364848883,1408.1283426524617
2030-05-03 03:00:00,67.1688820709,0.409106975785,110.938928689,12.5410245551,0.0,62.0548206035,0.0,325.920709014,954.886984333,1401.1451972784287
2030-05-03 04:00:00,67.1688820709,0.414706289684,110.938928689,12.7126694726,3648.927805405721,62.0548206035,0.0,351.793460286,955.525833784,1452.8477534801214
2030-05-03 05:00:00,67.1688820709,0.384341227683,110.938928689,11.7818396146,4813.707561092697,62.0548206035,2.28934450199,399.385663529,1035.10763605,1676.7140606578055
2030-05-03 06:00:00,67.1688820709,0.416752663998,110.938928689,12.7754003279,2602.0307075232386,62.0548206035,73.735490226,438.717407762,1123.19750735,1956.9843597519011
2030-05-03 07:00:00,67.1688820709,0.455314469278,110.938928689,13.95749835,4998.045455829,62.0548206035,235.971095428,506.281187639,1267.62118416,2080.120651270039
2030-05-03 08:00:00,67.1688820709,0.455312059416,110.938928689,13.9574244766,4477.245995091464,62.0548206035,472.649292564,517.799389441,1335.37743799,2112.178389493713
2030-05-03 09:00:00,67.1688820709,0.455356641859,110.938928689,13.9587911351,0.0,62.0548206035,702.733098613,548.81627873,1261.13021474,2107.667916815922
2030-05-03 10:00:00,67.1688820709,0.455693620868,110.938928689,13.9691211032,2275.005744163995,62.0548206035,871.862220547,529.296714789,962.24355944,2110.3020121976488
2030-05-03 11:00:00,67.1688820709,0.455905287063,110.938928689,13.9756096529,278.90187202311813,62.0548206035,989.310031746,524.969759399,994.23984547,2112.206799886358
2030-05-03 12:00:00,67.1688820709,0.42829228724,110.938928689,13.1291432534,1133.2262708099825,62.0548206035,1028.23649597,526.576952004,1005.68690325,2084.053392156483
2030-05-03 13:00:00,67.1688820709,0.406160518088,110.938928689,12.4507019732,0.0,62.0548206035,948.023166861,544.72671804,950.454570664,2055.6386410988102
2030-05-03 14:00:00,67.1688820709,0.426982125707,110.938928689,13.0889807313,2691.201341860168,62.0548206035,808.29029026,526.988624005,807.1786567,2040.08830953809
2030-05-03 15:00:00,67.1688820709,0.446491161931,110.938928689,13.6870230938,4998.045455829,62.0548206035,659.391066232,508.218579011,650.463645544,2084.0659831259513
2030-05-03 16:00:00,67.1688820709,0.438002825374,110.938928689,13.4268162445,4998.045455829,62.0548206035,489.63767421,491.93006333,558.211121066,2115.136621627891
2030-05-03 17:00:00,67.1688820709,0.428338476258,110.938928689,13.1305591608,4998.045455829,62.0548206035,297.750594674,487.818237484,487.705489111,2112.983888694278
2030-05-03 18:00:00,67.1688820709,0.422705825938,110.938928689,12.9578923276,4998.045455829,62.0548206035,87.7714507583,445.802192609,438.17075322,2098.030336801792
2030-05-03 19:00:00,67.1688820709,0.392622717768,110.938928689,12.035705661,4998.045455829,62.0548206035,3.4507280275,365.248667356,434.062209283,2052.537227042608
