snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,PV,SCGT,SCGT_CHP,Wind,Wind offshore,demand
2030-04-09 18:00:00,170.69109399,5.231030785,120.50029013,70.7224518491,0.0,3.76269557687,1975.20615723,24.4380232025,0.0,0.0,268.338874224,1735.50838086,4430.6892305287465
2030-04-09 19:00:00,170.69109399,5.11443363811,120.50029013,69.1460825931,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,261.986500939,1808.87018591,4286.806592873308
2030-04-09 20:00:00,170.69109399,5.0201277129,120.50029013,67.8710860334,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,260.863479738,1774.44576018,4020.8857144575977
2030-04-09 21:00:00,170.69109399,4.20607639595,120.50029013,56.8652809766,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,263.330714029,1719.9832655,3631.9166710148625
2030-04-09 22:00:00,170.69109399,3.36286575119,120.50029013,45.4652478524,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,269.488970121,1682.82835942,3171.6139972204355
2030-04-09 23:00:00,0.0,0.0,120.50029013,25.1967517314788,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,264.732426279,1523.37478679,2869.0858995780914
2030-04-10 00:00:00,170.69109399,3.12026897995,120.50029013,42.1853897942,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,253.486779917,1344.07548178,2859.1672458950898
2030-04-10 01:00:00,170.69109399,3.27526325822,120.50029013,44.280880307,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,239.331187007,1349.12199117,2799.506795900386
2030-04-10 02:00:00,170.69109399,3.29422083774,120.50029013,44.5371828522,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,227.335607747,1351.94998394,2735.7402365852995
2030-04-10 03:00:00,170.69109399,3.38033323282,120.50029013,45.7014045831,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,220.511831563,1263.4603555,2712.4198846109425
2030-04-10 04:00:00,170.69109399,4.05666094775,120.50029013,54.8452150899,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,215.446388379,1191.34947767,2825.6398540242108
2030-04-10 05:00:00,170.69109399,5.33336556645,120.50029013,72.1059968809,0.0,3.76269557687,1975.20615723,0.0,0.0,0.0,204.669755806,1155.55009133,3341.549213126158
2030-04-10 06:00:00,170.69109399,5.60817014069,120.50029013,75.821297759,0.0,3.76269557687,1975.20615723,15.8176288611,0.0,0.0,201.822096285,1177.76299413,3985.914265018384
2030-04-10 07:00:00,170.69109399,5.62829248674,120.50029013,76.0933477064,0.0,3.76269557687,1975.20615723,101.234683292,0.0,0.0,194.988058803,1200.89583699,4266.583570991431
2030-04-10 08:00:00,170.69109399,5.61989813479,120.50029013,75.9798578082,0.0,3.76269557687,1975.20615723,196.17282551,0.0,0.0,178.050444421,1141.67727836,4352.6433824313535
2030-04-10 09:00:00,170.69109399,5.62371374931,120.50029013,76.0314441256,0.0,3.76269557687,1975.20615723,278.017362162,0.0,0.0,174.769153108,1021.66770321,4365.713837340755
2030-04-10 10:00:00,170.69109399,5.29726182021,120.50029013,71.6178817158,0.0,3.76269557687,1975.20615723,311.934031462,0.0,0.0,176.181065954,756.756549066,4389.345476305658
2030-04-10 11:00:00,170.69109399,5.05936829592,120.50029013,68.4016105814,0.0,3.76269557687,1975.20615723,306.273587563,0.0,0.0,156.172814347,701.552530965,4408.450613114812
2030-04-10 12:00:00,170.69109399,3.7226219704,120.50029013,50.3290773606,0.0,3.76269557687,1975.20615723,286.645259663,0.0,0.0,138.329080156,665.396927666,4362.75113110178
2030-04-10 13:00:00,170.69109399,3.63377839861,120.50029013,49.1279306868,0.0,3.76269557687,1975.20615723,246.983984381,0.0,0.0,127.811517574,688.626629841,4316.465389196938
2030-04-10 14:00:00,170.69109399,3.41468581282,120.50029013,46.1658443436,0.0,3.76269557687,1975.20615723,205.968519361,0.0,0.0,115.044654165,691.900598277,4304.150659929323
2030-04-10 15:00:00,170.69109399,3.69591668519,120.50029013,49.9680274405,0.0,3.76269557687,1975.20615723,162.323360403,0.0,0.0,103.064828316,622.670017847,4441.604395166244
2030-04-10 16:00:00,170.69109399,3.89521225628,120.50029013,52.6624622486,1063.748403789,3.76269557687,1975.20615723,116.287099359,0.0,0.0,88.5377047646,580.907973917,4557.432599505553
2030-04-10 17:00:00,170.69109399,5.44655677533,120.50029013,73.6363185609,1063.748403789,3.76269557687,1975.20615723,68.7682468143,0.0,0.0,83.4969059536,528.36768741,4547.426595715903
