snapshot,Biogas,Biogas_CHP,Biomass,Biomass_CHP,CCGT,Hydro,Nuclear,Oil,PV,SCGT,SCGT_CHP,Wind,Wind offshore,demand
2030-05-29 10:00:00,190.213506983,10.4180035527,176.325152502,35.4614554683,0.0,0.639224419425,0.0,0.0,1017.13913393,0.0,0.0,11.0556308123,80.0848121436,4896.989956467538
2030-05-29 11:00:00,190.213506983,10.2615915929,176.325152502,34.9290506059,0.0,0.639224419425,0.0,0.0,1047.08693137,0.0,0.0,14.3615475126,80.8983205916,4904.972669319703
2030-05-29 12:00:00,190.213506983,10.3282427474,176.325152502,35.1559219958,0.0,0.639224419425,0.0,0.0,1032.20097143,0.0,0.0,17.6704753631,82.2741864301,4836.18283413065
2030-05-29 13:00:00,190.213506983,9.43400922328,176.325152502,32.1120737063,0.0,0.639224419425,0.0,0.0,1053.25058119,0.0,0.0,19.5847756861,89.6464150426,4751.831951573884
2030-05-29 14:00:00,190.213506983,10.2099243567,176.325152502,34.7531824189,0.0,0.639224419425,0.0,0.0,1058.87276375,0.0,0.0,20.8983578812,94.1826913722,4681.699742871402
2030-05-29 15:00:00,190.213506983,10.3386265607,176.325152502,35.1912670725,0.0,0.639224419425,0.0,0.0,930.577321632,0.0,0.0,22.0543715849,98.7924655608,4709.470983953121
2030-05-29 16:00:00,190.213506983,10.9303696125,176.325152502,37.2054792746,0.0,0.639224419425,0.0,0.0,749.015804268,0.0,0.0,23.1747578074,110.338202769,4695.092997226517
2030-05-29 17:00:00,190.213506983,10.7324811597,176.325152502,36.5318941179,0.0,0.639224419425,0.0,0.0,485.959588474,0.0,0.0,23.2052538426,124.593148207,4583.300066002769
2030-05-29 18:00:00,190.213506983,10.8366047012,176.325152502,36.8863163748,0.0,0.639224419425,0.0,0.0,177.614887985,0.0,0.0,22.3922576589,135.816239725,4479.062710312807
2030-05-29 19:00:00,190.213506983,10.1105268353,176.325152502,34.4148468865,2064.8389347628568,0.639224419425,0.0,0.0,21.4690980171,0.0,0.0,23.4062304509,145.035711191,4380.290761528249
2030-05-29 20:00:00,190.213506983,10.3215692376,176.325152502,35.1332062835,0.0,0.639224419425,0.0,0.0,0.110419782337,0.0,0.0,24.316096068,153.211266545,4262.2317949336275
