snapshot,BECCS,Biogas,Biomass,CCGT,CCGT CCS,DSR,Hard coal,Hydro,Lignite,Nuclear,Oil,Other RES,PV,SCGT,Wind,Wind offshore
29/10/2030 18:00:00,550.0,10759.8267,22104.133958,64329.903986563804,860.0,61678.0721172798,4914.4451526,19279.7413266738,3115.9064331,99799.1,4206.310480171,9290.610859006,0.0,2803.4575586,54743.400944,48313.069470336
29/10/2030 19:00:00,550.0,10759.8267,22104.133958,48311.7376077633,860.0,60945.14616759357,8245.923909991001,19031.0527887738,3033.5056821,99799.1,4091.6961856199996,9171.775856062,0.0,2790.252294,56193.097426,49225.15705832
29/10/2030 20:00:00,550.0,10760.2839,22105.623958,57078.81313452891,860.0,57043.115233783996,7948.171776831009,18701.8304172738,2741.8366458,99799.1,3648.137502749,8784.312661846001,0.0,2560.150633,56927.899779,51244.95724976
29/10/2030 21:00:00,550.0,10755.4833,22089.978958,40580.9950103316,860.0,47708.2687,3275.2153574999998,18431.8210248738,2078.8206822,99799.1,2797.781383462,8026.053072766,0.0,2102.1329741,58008.817096,55143.93249
29/10/2030 22:00:00,0.0,10745.1963,17492.917458,38138.7707479516,860.0,59919.69145000981,2500.8642495,17584.040230128798,1586.4147774,98601.9641392,2164.033148997,7506.94455355,0.0,1636.7343783,60996.186646,55494.521278112
29/10/2030 23:00:00,0.0,10739.2527,17475.484458,33661.25865684562,860.0,50333.639426072,2606.8431563999998,17446.6682096288,1651.4271144,97380.2,2083.0429347580002,5692.358528358,0.0,1435.2025607,61178.322996,53309.25681864
30/10/2030 00:00:00,0.0,10738.5669,17473.472958,43863.07035762861,860.0,42570.6517,2803.032336597,17135.3417296922,1754.1245412,97380.2,2199.509943655,5791.337665734,0.0,1422.0419729,62032.476538,49181.339202568
30/10/2030 01:00:00,0.0,10738.7955,17474.143458,33825.3661251116,860.0,50801.5717,2818.9807398000003,17173.2413221922,1790.5522095,97380.2,2267.802484649,5861.72206743,0.0,1481.3035318,62054.896213,50698.191923696
30/10/2030 02:00:00,0.0,10738.3383,17472.802458,35406.0306184336,860.0,43497.5967,3110.5384641,17232.4543012922,1991.3686677,97380.2,2580.01619399,6151.35305859,0.0,1641.5698411,63482.445683,51243.169402543994
30/10/2030 03:00:00,0.0,10738.109699999999,17472.131957999998,33229.701399485995,860.0,45381.469725682,3829.3248996,17407.7259142922,2480.5596168,97380.2,3409.51429776,6865.437248766,0.0,2066.2581129,64934.280837,47682.90762899199
30/10/2030 04:00:00,0.0,10747.9395,17500.963458,41414.5062220556,860.0,54523.46523960999,5277.2680791,17727.4715206922,3406.7053647000002,97380.2,4783.157138451,7997.571116862,0.0,2793.8690313,67060.899403,52762.348368816
30/10/2030 05:00:00,0.0,10953.653991068335,17530.465458,50767.76532789059,860.0,59715.856931416,6434.7582375,17815.1073271922,4166.344521,97380.2,5652.392727389,8748.925025622,59.007,3489.5797573,69316.32907,49939.6858318
30/10/2030 06:00:00,0.0,10928.142698,17539.181958,48946.9318504676,860.0,56054.459304375996,8076.135526793983,17921.6891959922,4066.9340948999998,97380.2,5513.913689711,8621.011371726001,5962.590749,3683.1402436,71618.744237,52799.967072112006
30/10/2030 07:00:00,0.0,10929.285698,17542.534458,47016.3082969088,860.0,52453.038870200005,8702.930302916997,18336.1800496922,3909.8152188,97380.2,5131.023994344,8338.402267662,35292.133877,3528.2755356,74880.580246,61041.020889488005
30/10/2030 08:00:00,0.0,10872.416098,17548.568958,42623.51045868261,860.0,45221.2717,5625.9745227,18307.757222292203,3624.4691657999997,97380.2,4805.894361929,8027.723079150001,95652.210171,3259.7253391,75684.031301,64122.296163208
30/10/2030 09:00:00,0.0,10763.2557,17545.886958,28703.763980797597,860.0,47096.8597,5498.3288747569995,18393.0182365922,3395.83761,97380.2,4472.584121421,7746.260046894,158091.268927,3032.4083841,74898.485445,66701.732984832
30/10/2030 10:00:00,0.0,10730.3373,15045.99897,28311.4070292,860.0,45221.2717,5032.734871956999,18286.4363677922,3217.0556484,97380.2,4223.3934420079995,7528.381384326,201542.203843,2839.943431,70630.170727,68642.6372624
30/10/2030 11:00:00,0.0,10725.5367,15031.91847,27852.5108911,860.0,45221.2717,5277.663128357001,18288.803692092202,3123.2267334,97112.34288509702,4095.7160369,7418.091436782,220322.55323299998,2713.6152841,71947.635688,66967.494624112
30/10/2030 12:00:00,0.0,10724.1651,15027.89547,19141.174481,860.0,48314.5747,5991.849840597004,17504.5915086532,3077.1767799,90047.193105153,3977.419520599,7345.09581663,215843.89510300002,2657.4175964,75129.519493,60829.602295936005
30/10/2030 13:00:00,0.0,10721.193299999999,15019.17897,26012.8362425,860.0,45221.2717,6945.393604836996,17639.596204853202,3110.4474111,87215.135657668,3962.348936999,7350.0106366380005,188417.841265,2640.8073115,75279.008592,59288.44381300801
30/10/2030 14:00:00,0.0,10950.441096,15024.54297,32113.4154084156,860.0,48314.5747,7917.602651716998,18376.4394985922,3177.9269172,97380.2,4012.930395577,7420.07184867,139422.295566,2667.2924168,75270.873082,65136.53625742998
30/10/2030 15:00:00,0.0,10967.586095999999,17478.166458,39153.7927047036,860.0,45221.2717,9549.559297037007,18755.4055519922,3309.5952036000003,97380.2,4167.1387946059995,7567.274776038,76103.324571,2754.1004734,73357.266417,66045.98504
30/10/2030 16:00:00,0.0,11091.072493,17494.258458,52442.09130204561,860.0,46233.6137,11063.28525643701,18734.084697492202,3449.8438902,97380.2,4328.661962394,7710.62533203,21631.494371999997,2859.3210465,75832.039972,73686.36706992799
30/10/2030 17:00:00,0.0,10989.988895999999,17543.875458,39359.21287243041,860.0,56757.6137,11724.312278476995,18471.184745892202,3532.5375714,97380.2,4449.743001339,7821.6211725660005,2160.5392899999997,2945.1742383,81835.186999,79573.73534551999
30/10/2030 18:00:00,0.0,10988.160096,17538.511458,38415.7403009956,860.0,64988.5337,11660.373173397003,18331.437933192203,3558.1211982,97380.2,4541.653760852,7886.110130694,0.0,3014.2797955,85616.793569,84015.230075456
30/10/2030 19:00:00,0.0,10987.474296,17536.499958,34390.954900173594,860.0,61895.2307,11282.080404516999,18421.441063992203,3456.7188849,97380.2,4397.563538615,7737.402182886,0.0,2985.9164827,86158.652344,84002.248353192
30/10/2030 20:00:00,0.0,10868.529898,17537.170458,28872.59695814494,860.0,61481.69072004714,5806.416008917,18613.2914149922,3121.9109874,97380.2,3922.488521686,7304.065567062,0.0,2731.9360499,85106.374009,85565.08951
30/10/2030 21:00:00,0.0,10873.787698,17552.591958,19182.3514913,860.0,51371.2307,8742.614949476996,18475.9193944922,2388.7247382,97380.2,3025.01016824,6493.254245238,0.0,2248.5167167,82456.489004,79398.54346866402
30/10/2030 22:00:00,0.0,10856.642698,17502.304458,14389.9724839,860.0,58232.2687,6441.293554076998,18113.5395469922,1852.7532012,97380.2,2345.180698702,5935.872618198,0.0,1761.7272092,80599.678213,81140.02948
30/10/2030 23:00:00,0.0,10808.380898,17393.012958,16413.5716092658,860.0,58823.556998232,3201.0970752000003,18047.2171270922,2122.06941,97380.2,2300.370301933,6055.00027647,0.0,1585.3309724,75899.689875,80716.53271421601
31/10/2030 00:00:00,0.0,10809.093898,17362.840458,16178.129052133298,860.0,56662.63862924,3301.6877091,17805.3952347961,2190.0527442000002,97380.2,2368.275348412,6110.687595654,0.0,1541.6037233,70883.796012,77352.75197
31/10/2030 01:00:00,0.0,10809.551098,17364.181458,14329.3724991,860.0,40846.9767,3548.5967342610033,18039.8723589961,2262.4155009,97380.2,2468.898286667,6223.146777678,0.0,1601.0230159,66246.75523,74885.4210308
31/10/2030 02:00:00,0.0,10808.324491933885,17364.181458,15797.852243643993,860.0,48651.13079052,3723.9642945,18158.2983171961,2474.5302405,97380.2,2788.89397052,6520.1048543100005,0.0,1777.1724643,63312.59463100001,71724.35774
31/10/2030 03:00:00,0.0,10809.551098,17364.181458,19002.6029081,860.0,44446.2397,4477.6334448,18378.5714955961,2978.7102585,97380.2,3671.49687654,7297.6914582300005,0.0,2211.3173499,60728.587415,73363.318640096
31/10/2030 04:00:00,0.0,10798.093898,17362.840458,25034.9730720293,860.0,47550.55386777129,6222.642408,18222.2534127961,4129.9723314,97380.2,5148.245051222,8597.934099606,0.0,3014.7356335,60536.181197,69283.352458776
31/10/2030 05:00:00,0.0,10820.066698,17395.024458,30474.6793946053,860.0,50358.8887,7402.9200444,18035.1377103961,4908.140864999999,97380.2,5949.1486397339995,9304.023499062001,18.46,3674.0335898,60531.24946,73773.927045872
31/10/2030 06:00:00,0.0,10847.955898,17476.825458,32367.61151047059,860.0,56706.681964568,7080.5086767,17601.7007943961,4697.4964032,99693.247747,5741.316737232,10930.826311798,5982.991248,3770.4855711,61793.686826000005,73979.630753584
31/10/2030 07:00:00,0.0,10873.330498,22121.268958,28144.947477,860.0,51371.2307,8861.032193261002,17946.6597158081,4528.037601,99799.1,5367.401626309,10650.158362054,38100.364699,3622.7319829,63679.903904,75602.36918662401
31/10/2030 08:00:00,0.0,10873.787698,22122.758958,23407.2743735,860.0,54392.917261464,6474.865916060996,18067.4529983081,4277.4973767,99799.1,5045.222651423,10343.93633383,103698.305402,3379.3995973,63403.338359,75804.00052980799
31/10/2030 09:00:00,0.0,10861.671898,20704.37549482599,22646.61529602,860.0,43026.666268134,6078.5593182,18036.662846608102,4024.9229967,99799.1,4713.923230111,10050.349646758,170619.52560599998,3153.0694958,58088.902707,75286.02317238401
31/10/2030 10:00:00,0.0,10860.986098,17515.043958,22037.918054786,860.0,41558.3097,5898.8720601,17937.1829507081,3907.4397903,99799.1,4516.366455233,9883.908085822,221391.830547,2994.4650961,55985.547576000004,73314.07119076801
31/10/2030 11:00:00,0.0,10863.729298,17523.089958,20932.790498,860.0,44003.5567,5698.1840292,17925.3388613081,3773.2388346,99799.1,4354.690956144,9730.71736411,247100.321753,2869.7566728,55738.516127999996,70721.649757728
31/10/2030 12:00:00,0.0,10865.786698,16727.74823242399,21017.4089911,860.0,41558.3097,5545.843677,17989.2939569081,3669.7747446,99799.1,4165.215434572,9596.52239383,240993.908368,2771.1062438,56657.028833000004,68446.20086742399
31/10/2030 13:00:00,0.0,10868.529898,17281.368703239998,20897.6913005,860.0,45221.2717,5746.526961581008,17811.6550196081,3652.4936421,99799.1,4125.410622266,9566.500988878,208438.588742,2718.6401227,54962.691818,69288.53938
31/10/2030 14:00:00,0.0,10870.358698,18218.885103488006,21342.7187667,860.0,43433.8977,5680.6545177,18041.3974952081,3759.1713018,99799.1,4213.10025445,9677.53410139,150361.049563,2753.1547349,56420.447623,65571.16132079976
31/10/2030 15:00:00,0.0,10859.614497999999,22076.568958,31696.9103189,860.0,45221.2717,9797.642675381,18567.2048663081,3956.0346495,99799.1,4418.637946948,9874.071010294,78480.508994,2869.1006867,56909.169139000005,65500.388137696
31/10/2030 16:00:00,550.0,10856.414098,22066.138958,27049.2692742,860.0,58072.489954242,11462.851540581,18846.6910238081,4153.6227699,99799.1,4633.334276531999,10079.152910926001,21343.132475000002,2999.7430329,61498.444092,64762.3280464
31/10/2030 17:00:00,550.0,10855.499698,22063.158958,35391.4148002,860.0,61895.2307,12373.05895146101,19007.585149938102,4230.9718173,99799.1,4764.007962897,10230.316920414,1865.482876,3105.9681771,64002.230268,65601.67078
31/10/2030 18:00:00,550.0,10867.844098,22103.388958,34758.5653152016,860.0,53246.8187,6338.7041076,18815.7347989381,4203.0173412,99799.1,4823.038896082,10255.521647094,0.0,3165.9813101,66035.610693,65157.36949
31/10/2030 19:00:00,550.0,10871.730298,22116.053958,25122.7552158,860.0,61325.5717,11096.800770300999,18519.6699034381,4085.7382647,99799.1,4677.334454999,10093.63810071,0.0,3128.7609682,66950.592332,62999.94237
31/10/2030 20:00:00,550.0,10844.755498,22028.143958,28461.1851331816,860.0,50525.29306319201,5777.0551293809995,18244.9258624381,3717.3679704,99799.1,4191.623105875,9628.947122742,0.0,2870.6152826,67205.522574,59897.7272
31/10/2030 21:00:00,550.0,10860.071698,22078.058958,24103.119702857995,860.0,45603.896875488004,4416.078042,17925.1727881381,2930.9794218,99799.1,3278.550106022,8766.592235166001,0.0,2381.3986576,66736.41366399999,58698.28783
31/10/2030 22:00:00,0.0,10828.753498,21975.993958,18676.3760424073,860.0,57185.413888311996,4142.594224402926,17674.1169259381,2330.3519019,99799.1,2583.068523329,8166.327311502,0.0,1889.5562377,65750.263392,59570.73512
31/10/2030 23:00:00,0.0,10819.609498,18627.254680688005,16514.6321588513,860.0,43497.5967,3348.4975947,17674.1169259381,2251.7143398,99799.1,2384.701373786,8109.661347966,0.0,1630.5007027,65101.778271,59915.62174
01/11/2030 00:00:00,0.0,10805.882633979301,18769.400154815,15780.878354647597,860.0,44911.03862716001,3542.6255292,17681.451975434502,2381.906097,99799.1,2502.515908971,8233.75647291,0.0,1660.8666582,64934.103052,58575.81079
01/11/2030 01:00:00,0.0,10728.970099,19327.533680015007,16551.920862815492,860.0,48406.4780196193,3506.5856907,17560.6512250345,2355.4503153,99799.1,2554.834694022,8273.30980071,0.0,1702.67607,64013.173997000005,55670.17268
01/11/2030 02:00:00,0.0,10665.989897,18254.15731694301,16560.176880717543,860.0,41224.822194452,3873.0971366999997,17598.550817534502,2600.6040171,99799.1,2948.625325989,8643.486688854,0.0,1894.4433423,63488.765697,52456.84708
01/11/2030 03:00:00,0.0,10665.304097,16491.544948,20730.646794875545,860.0,42279.8817,4788.6684984,17589.074052434502,3213.2866707,99799.1,3963.632742,9561.068717574,0.0,2423.154042,64989.649496,50126.98633
01/11/2030 04:00:00,0.0,10665.989897,16493.556448,22983.716898329945,860.0,45383.661529404,6653.5772733,18408.5789947345,4454.9725599,95638.60068373402,5475.867553116,10922.298917694001,0.0,3299.4868536,67433.525276,49976.09723
01/11/2030 05:00:00,0.0,10666.447097,16494.897448,23391.602446069945,860.0,44003.5567,7357.7210715,18448.8459115345,4915.5430455000005,99627.97198699802,5839.844213077,11279.89444359,40.989,3845.3006412,70745.571166,55355.60858
01/11/2030 06:00:00,0.0,10670.561897,16506.966448,26185.049532494137,860.0,45221.2717,6966.5095125,18927.2843929345,4653.8844192,96780.76967281401,5615.585400656,11040.983148702,6759.529876,3870.2188476,75878.670314,63463.719580000004
01/11/2030 07:00:00,0.0,9267.131266999999,16526.410948,20833.166220069943,860.0,39106.93821245599,6695.5267619999995,18483.1519376495,4479.2342568,97380.2,5175.837637889001,10737.832853814,41946.21596,3707.4310569,84732.334861,70093.19918
