snapshot,EN_NorthEast,EN_NorthWest,EN_Yorkshire,EN_EastMidlands,EN_WestMidlands,EN_East,EN_London,EN_SouthEast,EN_SouthWest,EN_Wales,Scotland,NorthernIreland
2030-01-01 00:00:00,1272.5990132870193,3450.877353884709,2608.6295852312783,2346.383790047411,2709.3213438805838,2971.250369930645,4314.99780319519,4286.8880971616545,2667.491814173941,1702.7148136112537,2784.852210553128,892.4343906136208
2030-01-01 01:00:00,1241.0151823849978,3365.2322090506004,2543.8876556480177,2288.150373171904,2642.0804091549317,2897.508784190241,4207.906598867834,4180.494529869061,2601.289020118815,1660.456210401622,2715.7367229667852,870.2856252994895
2030-01-01 02:00:00,1198.0602694652991,3248.7523637222557,2455.8367806249935,2208.9512614915093,2550.630815698722,2797.2181195186295,4062.259499546113,4035.7962368580947,2511.2513276520467,1602.9833019818384,2621.73768403184,840.1626713013268
2030-01-01 03:00:00,1159.5135341372284,3144.2260717630566,2376.8219824513235,2137.8798289438605,2468.5660870050306,2707.219620064097,3931.5591952677382,3905.9473691966837,2430.453605921008,1551.4084566659276,2537.385142526471,813.1310361252175
2030-01-01 04:00:00,1133.1847812644605,3072.8310006557913,2322.8521435868843,2089.3355834212575,2412.513040152747,2645.7475334946093,3842.286368854475,3817.2561034288055,2375.265968627377,1516.181054261632,2479.7694404291933,794.6674947580626
2030-01-01 05:00:00,1140.4609588631288,3092.5616434080857,2337.7671733433963,2102.7512037327365,2428.003782377213,2662.7358740135005,3866.957683248171,3841.76669852977,2390.5175474674325,1525.9164502931899,2495.692035888144,799.7700534222345
2030-01-01 06:00:00,1191.5308413144792,3231.046664201647,2442.452470821958,2196.912477702269,2536.729878429677,2781.9732815091684,4040.1201863510337,4013.801148437647,2497.5650085824113,1594.2470434112022,2607.449214349239,835.5837849655738
2030-01-01 07:00:00,1270.2778990458198,3444.5832420025654,2603.87166288726,2342.104182116291,2704.379768184227,2965.8310575818155,4307.1276078334395,4279.069171554407,2662.626532043814,1699.6092040977228,2779.772872868546,890.8066648714494
2030-01-01 08:00:00,1392.2064695293097,3775.214130664204,2853.806224306296,2566.9127968795256,2963.961674967666,3250.5085611565223,4720.550460035767,4689.798813847255,2918.200723350597,1862.7474597438936,3046.591442972174,976.3114062406631
2030-01-01 09:00:00,1517.6043842560537,4115.2527599863915,3110.85240057008,2798.1180951302317,3230.9297012666616,3543.286252031831,5145.736807755434,5112.215319312303,3181.04699900823,2030.5276361953045,3321.002043938721,1064.2490915955557
2030-01-01 10:00:00,1599.0385346813912,4336.075864987697,3277.7797137533717,2948.2641886909687,3404.3003227778913,3733.417822974438,5421.855346683726,5386.535106233366,3351.7409311783663,2139.485079046784,3499.2059176324124,1121.356346631265
2030-01-01 11:00:00,1642.7394300282288,4454.5785736353855,3367.359736456992,3028.838722681473,3497.338088227718,3835.4501993238487,5570.031846469159,5533.746322132221,3443.342275665241,2197.9560986674414,3594.8374038579504,1152.0024350699084
2030-01-01 12:00:00,1663.871946317597,4511.883130005597,3410.6781003935157,3067.8022871244575,3542.3285187049555,3884.7901690918357,5641.685808489044,5604.933500181318,3487.6380936143587,2226.2310290729347,3641.0820843021,1166.8220161790616
2030-01-01 13:00:00,1658.9252106135448,4498.46918104089,3400.5380633722857,3058.681629047207,3531.797081476422,3873.240584236626,5624.912926007515,5588.269883293283,3477.269252479271,2219.612384806855,3630.2570500873785,1163.3530231832474
2030-01-01 14:00:00,1648.5992490996941,4470.468509680009,3379.371452036155,3039.642899282541,3509.8134498426803,3849.13164131935,5589.900718090539,5553.485759587937,3455.625028710366,2205.7964322162593,3607.660555474627,1156.1117452356002
2030-01-01 15:00:00,1671.3575205699472,4532.1815888277015,3426.0223606461527,3081.6039873470154,3558.2650595016603,3902.26740664602,5667.067123512317,5630.1494706698795,3503.328588290257,2236.2465940975703,3657.462906372731,1172.071418250366
2030-01-01 16:00:00,1736.6179435925453,4709.14677076033,3559.796054059401,3201.9293978754663,3697.2023485925197,4054.6367343157663,5888.345451593646,5849.986298885473,3640.120808294162,2323.563877753245,3800.2735100417494,1217.8365376974803
2030-01-01 17:00:00,1787.0186552620894,4845.8172165992455,3663.109655755735,3294.8568727780403,3804.5038021119317,4172.311769129836,6059.238999257042,6019.766574281549,3745.765622099096,2390.999132283752,3910.5663295716377,1253.1810004352942
2030-01-01 18:00:00,1784.823551566015,4839.864804602127,3658.6100353847896,3290.809599696602,3799.830498711794,4167.186664834689,6051.796067487136,6012.372128891848,3741.164470377771,2388.0621226352337,3905.762743118575,1251.641641997258
2030-01-01 19:00:00,1731.4663037846815,4695.177188069541,3549.2359955689117,3192.4309431296047,3686.234677282309,4042.6087415819607,5870.877801358423,5832.632440252381,3629.3224681465017,2316.671075445798,3789.00008034621,1214.2238517810285
