snapshot,Austria,Belgium,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,Norway,Switzerland,UK
01/01/2030 10:00:00,1.8189894035458565e-12,6.536993168992922e-13,-2.2737367544323206e-13,0.0,2.2737367544323206e-12,0.0,0.0,9.094947017729282e-13,3.637978807091713e-12,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,4.547473508864641e-13,-1.5916157281026244e-12,0.0,-1.1368683772161603e-13,0.0,-4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,1.7053025658242404e-13,0.0,0.0,9.094947017729282e-13,3.637978807091713e-12,0.0,-2.3857865016907454e-08
01/01/2030 11:00:00,0.0,1.8189894035458565e-12,0.0,0.0,4.547473508864641e-13,9.094947017729282e-13,0.0,0.0,5.4569682106375694e-12,5.4569682106375694e-12,-2.2737367544323206e-13,4.547473508864641e-13,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,-9.094947017729282e-13,1.3642420526593924e-12,2.2737367544323206e-13,0.0,2.2737367544323206e-13,4.547473508864641e-13,2.7284841053187847e-12,0.0,3.637978807091713e-12,0.0,-2.4122982722474262e-08
01/01/2030 12:00:00,0.0,-9.094947017729282e-13,2.2737367544323206e-13,0.0,-4.547473508864641e-13,-1.8189894035458565e-12,-1.1368683772161603e-13,9.094947017729282e-13,5.4569682106375694e-12,4.547473508864641e-12,-4.547473508864641e-13,3.979039320256561e-13,2.2737367544323206e-13,-1.5916157281026244e-12,0.0,-1.1368683772161603e-13,0.0,2.0463630789890885e-12,0.0,0.0,2.2737367544323206e-13,0.0,4.092726157978177e-12,0.0,3.637978807091713e-12,0.0,-3.296008799225092e-08
01/01/2030 13:00:00,-9.094947017729282e-13,0.0,2.2737367544323206e-13,-2.2737367544323206e-13,-3.410605131648481e-13,0.0,5.684341886080802e-14,0.0,-1.0686562745831907e-11,9.094947017729282e-12,-6.821210263296962e-13,0.0,4.547473508864641e-13,-1.8189894035458565e-12,0.0,0.0,-9.094947017729282e-13,-4.547473508864641e-13,0.0,0.0,-4.547473508864641e-13,0.0,9.094947017729282e-13,4.547473508864641e-13,0.0,6.821210263296962e-13,-3.579179974622093e-08
01/01/2030 14:00:00,-9.094947017729282e-13,-9.094947017729282e-13,-2.2737367544323206e-13,0.0,1.8189894035458565e-12,0.0,-5.684341886080802e-14,4.547473508864641e-13,4.092726157978177e-12,0.0,0.0,4.547473508864641e-13,0.0,-3.410605131648481e-13,0.0,-1.1368683772161603e-13,-2.2737367544323206e-13,9.094947017729282e-13,0.0,0.0,-2.2737367544323206e-13,0.0,2.2737367544323206e-12,3.183231456205249e-12,3.637978807091713e-12,2.2737367544323206e-13,3.644890966825187e-08
01/01/2030 15:00:00,-4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,-4.547473508864641e-13,9.094947017729282e-13,0.0,0.0,7.275957614183426e-12,9.094947017729282e-12,0.0,0.0,-1.1368683772161603e-13,-9.094947017729282e-13,0.0,0.0,0.0,-6.821210263296962e-13,0.0,4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,2.7284841053187847e-12,0.0,-4.547473508864641e-13,3.511559043545276e-09
01/01/2030 16:00:00,0.0,-2.2737367544323206e-13,-4.547473508864641e-13,2.2737367544323206e-13,1.3642420526593924e-12,0.0,-5.684341886080802e-14,-1.3642420526593924e-12,1.8189894035458565e-12,-9.094947017729282e-13,-9.094947017729282e-13,4.547473508864641e-13,4.547473508864641e-13,-1.8189894035458565e-12,0.0,0.0,-9.094947017729282e-13,0.0,0.0,0.0,0.0,-4.547473508864641e-13,-9.094947017729282e-13,1.3642420526593924e-12,0.0,-9.094947017729282e-13,2.639444574015215e-08
01/01/2030 17:00:00,1.8189894035458565e-12,-9.094947017729282e-13,-8.526512829121202e-14,0.0,0.0,0.0,-1.1368683772161603e-13,6.821210263296962e-13,1.0913936421275139e-11,1.8189894035458565e-12,0.0,-2.2737367544323206e-13,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,1.8189894035458565e-12,4.547473508864641e-13,4.547473508864641e-13,-1.5631940186722204e-13,-1.1368683772161603e-13,-9.094947017729282e-13,2.0463630789890885e-12,0.0,0.0,-2.4102973839035258e-08
01/01/2030 18:00:00,-6.821210263296962e-13,4.547473508864641e-13,-4.547473508864641e-13,0.0,4.547473508864641e-13,0.0,-1.7053025658242404e-13,9.094947017729282e-13,3.637978807091713e-12,2.2737367544323206e-12,-9.094947017729282e-13,3.410605131648481e-13,4.547473508864641e-13,2.2737367544323206e-12,0.0,0.0,0.0,-1.5916157281026244e-12,9.094947017729282e-13,0.0,2.2737367544323206e-13,2.2737367544323206e-13,-1.8189894035458565e-12,9.094947017729282e-13,3.637978807091713e-12,0.0,2.400474841124378e-08
01/01/2030 19:00:00,0.0,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,0.0,0.0,1.1368683772161603e-13,-4.547473508864641e-13,8.185452315956354e-12,1.2732925824820995e-11,-9.094947017729282e-13,2.2737367544323206e-13,4.547473508864641e-13,9.094947017729282e-13,-1.1368683772161603e-13,0.0,4.547473508864641e-13,-1.8189894035458565e-12,0.0,0.0,1.5631940186722204e-13,0.0,-3.637978807091713e-12,0.0,0.0,-1.8189894035458565e-12,-7.88622855907306e-09
01/01/2030 20:00:00,-9.094947017729282e-13,9.094947017729282e-13,-4.547473508864641e-13,4.547473508864641e-13,-2.2737367544323206e-13,1.8189894035458565e-12,0.0,0.0,0.0,2.7284841053187847e-12,0.0,-1.1368683772161603e-12,0.0,-6.821210263296962e-13,-2.2737367544323206e-13,0.0,9.094947017729282e-13,-1.8189894035458565e-12,4.547473508864641e-13,0.0,0.0,2.2737367544323206e-13,1.8189894035458565e-12,-9.094947017729282e-13,3.637978807091713e-12,-9.094947017729282e-13,-4.250887286616489e-08
01/01/2030 21:00:00,0.0,4.547473508864641e-13,0.0,2.2737367544323206e-13,-1.3642420526593924e-12,0.0,-5.684341886080802e-14,2.2737367544323206e-13,2.000888343900442e-11,4.547473508864641e-13,-9.094947017729282e-13,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,-9.094947017729282e-13,1.8189894035458565e-12,2.2737367544323206e-13,-2.2737367544323206e-13,2.2737367544323206e-13,9.094947017729282e-13,-2.2737367544323206e-13,3.637978807091713e-12,0.0,4.313733370508999e-09
01/01/2030 22:00:00,-4.547473508864641e-13,0.0,-2.2737367544323206e-13,2.2737367544323206e-13,0.0,0.0,-1.1368683772161603e-13,4.547473508864641e-13,8.981260180007666e-12,-5.4569682106375694e-12,-9.094947017729282e-13,4.547473508864641e-13,0.0,-9.094947017729282e-13,0.0,-1.1368683772161603e-13,-9.094947017729282e-13,-1.3642420526593924e-12,4.547473508864641e-13,0.0,0.0,0.0,9.094947017729282e-13,-4.547473508864641e-13,1.8189894035458565e-12,-9.094947017729282e-13,3.469904186204076e-08
01/01/2030 23:00:00,9.094947017729282e-13,0.0,-9.094947017729282e-13,0.0,-9.094947017729282e-13,-9.094947017729282e-13,0.0,2.2737367544323206e-13,1.2732925824820995e-11,1.8189894035458565e-12,-9.094947017729282e-13,-5.684341886080801e-13,0.0,1.8189894035458565e-12,0.0,0.0,0.0,-1.3642420526593924e-12,9.094947017729282e-13,0.0,0.0,2.2737367544323206e-13,-9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,4.405774234328419e-08
02/01/2030 00:00:00,0.0,9.094947017729282e-13,0.0,4.547473508864641e-13,-4.547473508864641e-13,0.0,-5.684341886080802e-14,-4.547473508864641e-13,-1.3642420526593924e-12,-9.094947017729282e-13,-9.094947017729282e-13,-2.2737367544323206e-13,0.0,0.0,0.0,-1.1368683772161603e-13,0.0,-4.547473508864641e-13,4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,-1.1368683772161603e-13,-1.8189894035458565e-12,2.2737367544323206e-12,0.0,0.0,3.441709850449115e-08
02/01/2030 01:00:00,0.0,-6.821210263296962e-13,-4.547473508864641e-13,2.2737367544323206e-13,-9.094947017729282e-13,-4.547473508864641e-13,0.0,0.0,9.094947017729282e-13,-1.8189894035458565e-12,-1.3642420526593924e-12,4.547473508864641e-13,4.547473508864641e-13,0.0,0.0,-1.1368683772161603e-13,-9.094947017729282e-13,-6.821210263296962e-13,0.0,0.0,2.2737367544323206e-13,0.0,1.8189894035458565e-12,0.0,0.0,4.547473508864641e-13,1.6021658666431904e-08
02/01/2030 02:00:00,2.2737367544323206e-13,9.094947017729282e-13,0.0,2.2737367544323206e-13,-1.8189894035458565e-12,9.094947017729282e-13,-5.684341886080802e-14,0.0,7.275957614183426e-12,1.8189894035458565e-12,-9.094947017729282e-13,-9.094947017729282e-13,0.0,1.8189894035458565e-12,-1.4210854715202004e-14,0.0,-2.2737367544323206e-13,0.0,0.0,0.0,0.0,0.0,-9.094947017729282e-13,1.8189894035458565e-12,1.8189894035458565e-12,0.0,2.440856405883096e-08
